calinski_harabasz,dataset,davies_bouldin,dim,k,method,reduction,seed,silhouette,subset
45434.812,M_new_drop5_drop7,0.6688963049394998,100,20,birch,umap,33,0.5910086,exact_dedup_clean
45759.97,M_new_drop5_drop7,0.5835599086192291,100,20,agg,umap,33,0.60188043,exact_dedup_clean
50410.39,M_new_drop5_drop7,0.6191577380070425,100,20,all3,umap,44,0.6093071,exact_dedup_clean
50410.39,M_new_drop5_drop7,0.6191577380070425,100,20,any2,umap,44,0.6093071,exact_dedup_clean
50410.39,M_new_drop5_drop7,0.6191577380070425,100,20,kmeans,umap,44,0.6093071,exact_dedup_clean
49176.234,M_new_drop5_drop7,0.644119792935315,100,20,birch,umap,44,0.59684616,exact_dedup_clean
49269.918,M_new_drop5_drop7,0.638351704240447,100,20,agg,umap,44,0.60193914,exact_dedup_clean
45965.484,M_new_drop5_drop7,0.6041669936411307,100,20,all3,umap,55,0.5991521,exact_dedup_clean
45965.484,M_new_drop5_drop7,0.6041669936411307,100,20,any2,umap,55,0.5991521,exact_dedup_clean
45965.484,M_new_drop5_drop7,0.6041669936411307,100,20,kmeans,umap,55,0.5991521,exact_dedup_clean
43558.195,M_new_drop5_drop7,0.6384257415308596,100,20,birch,umap,55,0.59311754,exact_dedup_clean
44799.098,M_new_drop5_drop7,0.5922423621107222,100,20,agg,umap,55,0.6062088,exact_dedup_clean
217.48817,M_new_drop5_drop7,2.7523998962823177,2048,20,all3,raw,11,0.09152439,full_clean
346.0421,M_new_drop5_drop7,2.1672136851865362,100,20,all3,pca,11,0.13053241,full_clean
49765.27,M_new_drop5_drop7,0.6248376336006256,100,20,all3,umap,11,0.6046523,full_clean
217.64093,M_new_drop5_drop7,2.80803758880493,2048,20,all3,raw,22,0.094019,full_clean
344.58853,M_new_drop5_drop7,2.1816701690314853,100,20,all3,pca,22,0.13143173,full_clean
46408.324,M_new_drop5_drop7,0.5768144108182368,100,20,all3,umap,22,0.60941625,full_clean
217.94235,M_new_drop5_drop7,2.7561561074263183,2048,20,all3,raw,33,0.08626632,full_clean
343.74963,M_new_drop5_drop7,2.145500788961808,100,20,all3,pca,33,0.14076723,full_clean
46711.824,M_new_drop5_drop7,0.6085994856619417,100,20,all3,umap,33,0.5984095,full_clean
217.35155,M_new_drop5_drop7,2.8121168406756154,2048,20,all3,raw,44,0.08712792,full_clean
346.73706,M_new_drop5_drop7,2.177006107062179,100,20,all3,pca,44,0.13793555,full_clean
50410.39,M_new_drop5_drop7,0.6191577380070425,100,20,all3,umap,44,0.6093071,full_clean
217.87213,M_new_drop5_drop7,2.609995144198611,2048,20,all3,raw,55,0.09924327,full_clean
344.99622,M_new_drop5_drop7,2.230464511393211,100,20,all3,pca,55,0.13040003,full_clean
45965.484,M_new_drop5_drop7,0.6041669936411307,100,20,all3,umap,55,0.5991521,full_clean
5545.291,M_new_drop5_drop7,0.7481862645981088,50,4,all3,umap,11,0.6273361,exact_dedup_clean
7875.484,M_new_drop5_drop7,0.49473125529021494,50,6,all3,umap,11,0.70397353,exact_dedup_clean
22537.633,M_new_drop5_drop7,0.268887173739892,50,8,all3,umap,11,0.8028759,exact_dedup_clean
29552.234,M_new_drop5_drop7,0.4116833453039271,50,10,all3,umap,11,0.7377193,exact_dedup_clean
36173.223,M_new_drop5_drop7,0.39368805281217406,50,12,all3,umap,11,0.7348132,exact_dedup_clean
42979.957,M_new_drop5_drop7,0.4988898020416511,50,15,all3,umap,11,0.64445955,exact_dedup_clean
49172.395,M_new_drop5_drop7,0.5819147584570639,50,20,all3,umap,11,0.5956969,exact_dedup_clean
52717.52,M_new_drop5_drop7,0.6441362675443331,50,25,all3,umap,11,0.5647378,exact_dedup_clean
51926.844,M_new_drop5_drop7,0.6669152129317338,50,30,all3,umap,11,0.5510357,exact_dedup_clean
5467.3228,M_new_drop5_drop7,0.7822911844598309,100,4,all3,umap,11,0.62372804,exact_dedup_clean
7621.719,M_new_drop5_drop7,0.5772335684749297,100,6,all3,umap,11,0.69456834,exact_dedup_clean
22548.545,M_new_drop5_drop7,0.26745748782358825,100,8,all3,umap,11,0.8040909,exact_dedup_clean
30472.195,M_new_drop5_drop7,0.4211359154016455,100,10,all3,umap,11,0.74440104,exact_dedup_clean
34161.582,M_new_drop5_drop7,0.40634272294289286,100,12,all3,umap,11,0.7247586,exact_dedup_clean
43626.61,M_new_drop5_drop7,0.49459891732219385,100,15,all3,umap,11,0.6449646,exact_dedup_clean
49765.27,M_new_drop5_drop7,0.6248376336006256,100,20,all3,umap,11,0.6046523,exact_dedup_clean
49914.613,M_new_drop5_drop7,0.6581561757941201,100,25,all3,umap,11,0.56941324,exact_dedup_clean
49714.54,M_new_drop5_drop7,0.7011704744224775,100,30,all3,umap,11,0.5369903,exact_dedup_clean
4859.1455,M_new_drop5_drop7,0.8275812762162921,200,4,all3,umap,11,0.6198999,exact_dedup_clean
7227.749,M_new_drop5_drop7,0.5728923692027518,200,6,all3,umap,11,0.70637435,exact_dedup_clean
22981.4,M_new_drop5_drop7,0.25767288029018864,200,8,all3,umap,11,0.81366813,exact_dedup_clean
30285.705,M_new_drop5_drop7,0.40715820067061204,200,10,all3,umap,11,0.74696124,exact_dedup_clean
37527.375,M_new_drop5_drop7,0.3753421344416274,200,12,all3,umap,11,0.7407672,exact_dedup_clean
45063.477,M_new_drop5_drop7,0.497309312908036,200,15,all3,umap,11,0.6473838,exact_dedup_clean
50009.0,M_new_drop5_drop7,0.5543833865626593,200,20,all3,umap,11,0.62572557,exact_dedup_clean
52051.42,M_new_drop5_drop7,0.6957871153519855,200,25,all3,umap,11,0.55952054,exact_dedup_clean
51476.145,M_new_drop5_drop7,0.6898732775668844,200,30,all3,umap,11,0.52072895,exact_dedup_clean
29552.234,M_new_drop5_drop7,0.4116833453039271,50,10,all3,umap,11,0.7377193,exact_dedup_clean
30545.791,M_new_drop5_drop7,0.4092462579093576,50,10,all3,umap,22,0.74777156,exact_dedup_clean
26312.998,M_new_drop5_drop7,0.35298845504671983,50,10,all3,umap,33,0.78237027,exact_dedup_clean
28535.754,M_new_drop5_drop7,0.4361120381791127,50,10,all3,umap,44,0.7385158,exact_dedup_clean
24764.336,M_new_drop5_drop7,0.4281176039970445,50,10,all3,umap,55,0.74088866,exact_dedup_clean
49172.395,M_new_drop5_drop7,0.5819147584570639,50,20,all3,umap,11,0.5956969,exact_dedup_clean
50924.438,M_new_drop5_drop7,0.6264170572584985,50,20,all3,umap,22,0.6055148,exact_dedup_clean
49075.38,M_new_drop5_drop7,0.6383756965595346,50,20,all3,umap,33,0.6030801,exact_dedup_clean
51590.523,M_new_drop5_drop7,0.6179468955729921,50,20,all3,umap,44,0.60438675,exact_dedup_clean
52166.094,M_new_drop5_drop7,0.6042826825787622,50,20,all3,umap,55,0.60922503,exact_dedup_clean
